"export-plot data (NetLogo 6.4.0)"
"pest_pathogen.nlogo"
"03/28/2025 10:46:06:440 -0600"

"MODEL SETTINGS"
"pest-pressure"
"0.9"

"""Population Size"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","895","0","81.4","true","""Low Diversity""","false","2"

"pen name","pen down?","mode","interval","color","x"
"""High Diversity""","true","0","1","102","782"
"""Low Diversity""","true","0","1","35","782"

"""High Diversity""",,,,"""Low Diversity"""
"x","y","color","pen down?","x","y","color","pen down?"
"663","0","102","true","663","5","35","true"
"664","0","102","true","664","5","35","true"
"665","0","102","true","665","5","35","true"
"666","0","102","true","666","5","35","true"
"667","0","102","true","667","5","35","true"
"668","0","102","true","668","5","35","true"
"669","0","102","true","669","5","35","true"
"670","0","102","true","670","5","35","true"
"671","0","102","true","671","5","35","true"
"672","0","102","true","672","5","35","true"
"673","0","102","true","673","5","35","true"
"674","0","102","true","674","5","35","true"
"675","0","102","true","675","5","35","true"
"676","0","102","true","676","5","35","true"
"677","0","102","true","677","5","35","true"
"678","0","102","true","678","5","35","true"
"679","0","102","true","679","5","35","true"
"680","0","102","true","680","5","35","true"
"681","0","102","true","681","5","35","true"
"682","0","102","true","682","5","35","true"
"683","0","102","true","683","5","35","true"
"684","0","102","true","684","5","35","true"
"685","0","102","true","685","5","35","true"
"686","0","102","true","686","5","35","true"
"687","0","102","true","687","5","35","true"
"688","0","102","true","688","5","35","true"
"689","0","102","true","689","5","35","true"
"690","0","102","true","690","5","35","true"
"691","0","102","true","691","5","35","true"
"692","0","102","true","692","5","35","true"
"693","0","102","true","693","5","35","true"
"694","0","102","true","694","5","35","true"
"695","0","102","true","695","5","35","true"
"696","0","102","true","696","5","35","true"
"697","0","102","true","697","5","35","true"
"698","0","102","true","698","5","35","true"
"699","0","102","true","699","5","35","true"
"700","0","102","true","700","5","35","true"
"701","0","102","true","701","5","35","true"
"702","0","102","true","702","5","35","true"
"703","0","102","true","703","5","35","true"
"704","0","102","true","704","5","35","true"
"705","0","102","true","705","5","35","true"
"706","0","102","true","706","5","35","true"
"707","0","102","true","707","5","35","true"
"708","0","102","true","708","5","35","true"
"709","0","102","true","709","5","35","true"
"710","0","102","true","710","5","35","true"
"711","0","102","true","711","5","35","true"
"712","0","102","true","712","5","35","true"
"713","0","102","true","713","5","35","true"
"714","0","102","true","714","5","35","true"
"715","0","102","true","715","5","35","true"
"716","0","102","true","716","5","35","true"
"717","0","102","true","717","5","35","true"
"718","0","102","true","718","5","35","true"
"719","0","102","true","719","5","35","true"
"720","0","102","true","720","5","35","true"
"721","0","102","true","721","5","35","true"
"722","0","102","true","722","5","35","true"
"723","0","102","true","723","5","35","true"
"724","0","102","true","724","5","35","true"
"725","0","102","true","725","5","35","true"
"726","0","102","true","726","5","35","true"
"727","0","102","true","727","5","35","true"
"728","0","102","true","728","5","35","true"
"729","0","102","true","729","5","35","true"
"730","0","102","true","730","5","35","true"
"731","0","102","true","731","5","35","true"
"732","0","102","true","732","5","35","true"
"733","0","102","true","733","5","35","true"
"734","0","102","true","734","5","35","true"
"735","0","102","true","735","5","35","true"
"736","0","102","true","736","5","35","true"
"737","0","102","true","737","5","35","true"
"738","0","102","true","738","5","35","true"
"739","0","102","true","739","5","35","true"
"740","0","102","true","740","5","35","true"
"741","0","102","true","741","5","35","true"
"742","0","102","true","742","5","35","true"
"743","0","102","true","743","5","35","true"
"744","0","102","true","744","5","35","true"
"745","0","102","true","745","5","35","true"
"746","0","102","true","746","5","35","true"
"747","0","102","true","747","5","35","true"
"748","0","102","true","748","5","35","true"
"749","0","102","true","749","5","35","true"
"750","0","102","true","750","5","35","true"
"751","0","102","true","751","5","35","true"
"752","0","102","true","752","5","35","true"
"753","0","102","true","753","5","35","true"
"754","0","102","true","754","5","35","true"
"755","0","102","true","755","5","35","true"
"756","0","102","true","756","5","35","true"
"757","0","102","true","757","5","35","true"
"758","0","102","true","758","5","35","true"
"759","0","102","true","759","5","35","true"
"760","0","102","true","760","5","35","true"
"761","0","102","true","761","5","35","true"
"762","0","102","true","762","5","35","true"
"763","0","102","true","763","5","35","true"
"764","0","102","true","764","5","35","true"
"765","0","102","true","765","5","35","true"
"766","0","102","true","766","5","35","true"
"767","0","102","true","767","5","35","true"
"768","0","102","true","768","5","35","true"
"769","0","102","true","769","5","35","true"
"770","0","102","true","770","5","35","true"
"771","0","102","true","771","5","35","true"
"772","0","102","true","772","5","35","true"
"773","0","102","true","773","5","35","true"
"774","0","102","true","774","5","35","true"
"775","0","102","true","775","5","35","true"
"776","0","102","true","776","5","35","true"
"777","0","102","true","777","5","35","true"
"778","0","102","true","778","5","35","true"
"779","0","102","true","779","5","35","true"
"780","0","102","true","780","5","35","true"
"781","0","102","true","781","5","35","true"
"782","0","102","true","782","5","35","true"
