"","TemperatureAirMin","TemperatureAirMax","TemperatureAirMean","Radiation","PET","Rainfall","ThermalTime","WaterStress","WaterStressConductance","WaterStressRUE","WaterSupplyDemandRatio....WaterDemand.WaterAvailable","ThermalStressRUE....ThermalStressRUE","NitrogenAbsorbed....NitrogenAbsorbed","NitrogenNutritionIndex....NNI","NitrogenStressRUE....NitrogenStressRUE","LAI","RIE","RUE","CropBiomass","CropYield","TerpeneStressRUE","pest_resistance_genetic","WaterAvailable"
"1",10,27.2,18.6,20.3,2.8,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,12.0474364683978,76.83
"2",11.7,27.2,19.45,20.1,3,0,14.65,0.47451032397576,1,0.971785741260968,0,0.963815789473684,0,0,1,0,0,0.710944454256805,0,0,0.759051270632045,12.0474364683978,75.5873593128807
"3",14.4,21.1,17.75,20.3,3.7,17.5,27.600000006494,0.252176139272913,0.999999994985356,0.810501225137248,0,0.851973684210526,0,0,1,0,0,0.524144421251374,0,0,0.759051270632045,12.0474364683978,76.83
"4",15.6,28.3,21.95,14.9,3.9,0,44.7500665922581,0.155261332670184,0.999961174481549,0.601053219286168,0,1,0,0,1,0,0,0.456230209816647,0,0,0.759051270632045,12.0474364683978,75.2145671067449
"5",13.3,18.3,15.8,21.5,3.5,89.9,55.7521793471932,0.125162806950666,0.99807931369536,0.508054266941476,0,0.723684210526316,0,0,1,0,0,0.279081026683655,0,0,0.759051270632045,12.0474364683978,76.83
"6",6.7,17.2,11.95,21.5,3.1,0,62.9067740478185,0.106146930364493,0.993573845279259,0.442236400032178,0,0.470394736842105,0,0,1,0,0,0.157902152944328,0,0,0.759051270632045,12.0474364683978,75.5459379566434
"7",6.1,18.3,12.2,19.8,4,0,70.316927028536,0.0915129806547822,0.986279755787168,0.388065541343128,0,0.486842105263158,0,0,1,0,0,0.143405010040336,0,0,0.759051270632045,12.0474364683978,74.2745889758603
"8",1.7,22.2,11.95,16.6,5.3,0,77.4844204799577,0.0801039013830962,0.975533634375254,0.343861212065628,0,0.470394736842105,0,0,1,0,0,0.122776925859694,0,0,0.759051270632045,12.0474364683978,72.8544582559753
"9",2.8,25.6,14.2,21.9,4.9,0,86.9203211032116,0.0698946187392993,0.961807847602286,0.302962614465326,0,0.618421052631579,0,0,1,0,0,0.142214676326367,0,0,0.759051270632045,12.0474364683978,71.6977251662263
"10",7.8,26.7,17.25,22.3,3.5,0,99.4406868328104,0.0607936499262982,0.943481341687725,0.26553280323924,0,0.819078947368421,0,0,1,0,0,0.165087828656629,0,0,0.759051270632045,12.0474364683978,70.9507489877345
"11",12.2,28.3,20.25,21.5,3.7,0,115.013593016748,0.0526846693525642,0.920449071884819,0.231490600315059,0,1,0,0,1,0,0,0.175713234308521,0,0,0.759051270632045,12.0474364683978,70.2245811850933
"12",11.7,27.8,19.75,21,4.5,0,130.123541259683,0.0464331978681159,0.893011208739198,0.20484882169773,0,0.983552631578947,0,0,1,0,0,0.152933344607713,0,0,0.759051270632045,12.0474364683978,69.4025400235261
"13",11.7,28.9,20.3,23.1,3.3,0,145.830513525565,0.0414444116527278,0.866469505882738,0.183366144622374,0,1,0,0,1,0,0,0.139184305066512,0,0,0.759051270632045,12.0474364683978,68.8363495351885
"14",16.1,28.9,22.5,22.9,3.5,0,163.81111937806,0.0369976797858447,0.841465620059466,0.164068222990325,0,1,0,0,1,2.39548905828652,0.884205724850058,0.124536193131148,121.039083917419,48.4156335669675,0.759051270632045,12.0474364683978,68.2683777245992
"15",13.3,28.3,20.8,22.6,3.8,0,180.105374557292,0.0322044668952254,0.816090512980081,0.143125494598206,0.0621164368097707,1,-0.0764425303535032,-0.01510566983474,-0.01510566983474,4.33455052056326,0.979780250789473,-0.0016410737553858,119.294843049407,47.7179372197627,0.759051270632045,12.0474364683978,64.9100030908735
"16",15.6,27.8,21.7,23.3,3.8,0,197.368157495792,0.0279899945352992,0.785335539349079,0.124604272613386,0.0727773496586477,1,-0.154856663323944,-0.0308596592747497,-0.0156262789979575,6.12783596927869,0.995974283503298,-0.001477949585405,117.648558496151,47.0594233984603,0.759051270632045,12.0474364683978,61.3899511943702
"17",12.8,29.4,21.1,22.5,4.2,0.5,214.066953734823,0.0245535665657454,0.755339730655751,0.109437152815669,0.0864037581428565,1,-0.236587257822327,-0.0475283693767021,-0.0164189818185974,7.62241152785303,0.998951264760932,-0.0013638987118329,116.177092685504,46.4708370742016,0.759051270632045,12.0474364683978,58.095972869111
"18",15,26.7,20.85,18.9,4.7,0,230.55211804631,0.0212818004537065,0.728869587858192,0.0949491704198744,0.104356576067546,1,-0.323851496915975,-0.0655356806579605,-0.0176590856011544,9.641958471646,0.999829668262351,-0.00127271305217109,115.022684070498,46.0090736281993,0.759051270632045,12.0474364683978,53.9887886854865
